timestamp,id,hitId,qInd,effortsLeft,effortsRight,selected0,selected1
"2023-11-15 19:07:46",A25IUY5RU0E712,78,2,"[1,0,-1,-1]","[1,0,-1,1]",0,1
"2023-11-15 19:07:53",A25IUY5RU0E712,78,3,"[1,-1,1,0]","[0,-1,-1,0]",0,1
"2023-11-15 19:07:59",A25IUY5RU0E712,78,4,"[-1,0,1,-1]","[0,-1,1,0]",1,2
"2023-11-15 19:08:05",A25IUY5RU0E712,78,5,"[0,1,1,1]","[-1,-1,0,1]",0,1
"2023-11-15 19:08:12",A25IUY5RU0E712,78,6,"[1,-1,0,-1]","[1,-1,0,1]",0,1
"2023-11-15 19:08:19",A25IUY5RU0E712,78,7,"[0,1,1,1]","[1,1,-1,0]",1,2
"2023-11-15 19:08:25",A25IUY5RU0E712,78,8,"[-1,-1,0,0]","[0,1,1,-1]",0,1
"2023-11-15 19:08:32",A25IUY5RU0E712,78,9,"[-1,0,0,1]","[0,1,1,0]",0,1
"2023-11-15 19:08:40",A25IUY5RU0E712,78,10,"[-1,0,-1,0]","[-1,-1,0,0]",0,1
"2023-11-15 19:08:46",A25IUY5RU0E712,78,11,"[-1,0,1,1]","[1,-1,0,1]",0,1
"2023-11-15 19:08:52",A25IUY5RU0E712,78,12,"[-1,-1,0,1]","[1,-1,-1,0]",0,1
"2023-11-15 19:09:06",A25IUY5RU0E712,78,13,"[1,0,1,0]","[0,-1,-1,-1]",0,2
"2023-11-15 19:14:14",A25IUY5RU0E712,80,0,"[1,-1,0,0]","[0,1,-1,0]",0,1
"2023-11-15 19:14:22",A25IUY5RU0E712,80,1,"[1,0,-1,-1]","[-1,0,1,1]",0,1
"2023-11-15 19:14:33",A25IUY5RU0E712,80,2,"[0,-1,1,-1]","[0,0,-1,1]",1,2
"2023-11-15 19:14:38",A25IUY5RU0E712,80,3,"[0,-1,1,-1]","[-1,0,0,-1]",1,2
"2023-11-15 19:14:49",A25IUY5RU0E712,80,4,"[-1,0,0,-1]","[0,1,0,1]",1,2
"2023-11-15 19:14:57",A25IUY5RU0E712,80,5,"[0,-1,-1,1]","[0,1,1,1]",0,1
"2023-11-15 19:15:04",A25IUY5RU0E712,80,6,"[-1,-1,0,-1]","[1,0,-1,0]",1,2
"2023-11-15 19:15:13",A25IUY5RU0E712,80,7,"[1,1,-1,0]","[-1,1,1,0]",0,2
"2023-11-15 19:15:23",A25IUY5RU0E712,80,8,"[0,1,1,0]","[-1,-1,1,0]",1,2
"2023-11-15 19:15:30",A25IUY5RU0E712,80,9,"[1,0,1,-1]","[-1,1,0,-1]",0,2
"2023-11-15 19:15:37",A25IUY5RU0E712,80,10,"[0,0,1,-1]","[0,-1,1,1]",0,1
"2023-11-15 19:15:44",A25IUY5RU0E712,80,11,"[0,0,-1,1]","[0,1,0,-1]",0,1
"2023-11-15 19:15:50",A25IUY5RU0E712,80,12,"[0,1,1,1]","[-1,-1,0,-1]",1,2
"2023-11-15 19:15:55",A25IUY5RU0E712,80,13,"[-1,-1,1,0]","[1,0,1,-1]",0,1
"2023-11-15 19:05:33",A25IUY5RU0E712,81,0,"[1,0,-1,-1]","[1,-1,-1,0]",1,2
"2023-11-15 19:05:40",A25IUY5RU0E712,81,1,"[1,0,1,-1]","[0,1,1,1]",1,2
"2023-11-15 19:05:49",A25IUY5RU0E712,81,2,"[0,-1,-1,0]","[0,-1,0,-1]",0,1
"2023-11-15 19:05:59",A25IUY5RU0E712,81,3,"[0,1,-1,-1]","[-1,-1,1,0]",1,2
"2023-11-15 19:06:08",A25IUY5RU0E712,81,4,"[1,0,-1,1]","[-1,0,-1,0]",1,2
"2023-11-15 19:06:16",A25IUY5RU0E712,81,5,"[1,0,0,-1]","[1,-1,0,0]",0,1
"2023-11-15 19:06:22",A25IUY5RU0E712,81,6,"[1,0,1,-1]","[1,-1,0,1]",0,1
"2023-11-15 19:06:35",A25IUY5RU0E712,81,7,"[1,1,0,-1]","[-1,1,1,0]",1,2
"2023-11-15 19:06:42",A25IUY5RU0E712,81,8,"[-1,-1,0,1]","[-1,0,0,-1]",0,1
"2023-11-15 19:06:49",A25IUY5RU0E712,81,9,"[-1,-1,0,0]","[-1,-1,0,-1]",0,2
"2023-11-15 19:06:55",A25IUY5RU0E712,81,10,"[0,1,1,1]","[1,-1,0,-1]",0,1
"2023-11-15 19:07:02",A25IUY5RU0E712,81,11,"[-1,0,-1,-1]","[0,-1,0,1]",1,2
"2023-11-15 19:07:07",A25IUY5RU0E712,81,12,"[-1,-1,0,0]","[0,-1,1,1]",0,1
"2023-11-15 19:07:13",A25IUY5RU0E712,81,13,"[0,1,1,-1]","[-1,1,0,0]",0,2
"2023-11-15 19:11:40",A25IUY5RU0E712,83,0,"[0,-1,-1,-1]","[1,0,-1,0]",1,2
"2023-11-15 19:11:48",A25IUY5RU0E712,83,1,"[0,1,1,0]","[1,-1,0,0]",0,1
"2023-11-15 19:11:56",A25IUY5RU0E712,83,2,"[-1,1,0,1]","[1,0,-1,-1]",0,1
"2023-11-15 19:12:14",A25IUY5RU0E712,83,3,"[1,0,0,-1]","[0,1,0,1]",1,2
"2023-11-15 19:12:25",A25IUY5RU0E712,83,4,"[1,1,0,-1]","[-1,1,-1,0]",1,2
"2023-11-15 19:12:34",A25IUY5RU0E712,83,5,"[0,1,-1,-1]","[0,-1,0,1]",0,1
"2023-11-15 19:12:42",A25IUY5RU0E712,83,6,"[1,1,0,1]","[0,-1,-1,-1]",0,1
"2023-11-15 19:12:49",A25IUY5RU0E712,83,7,"[-1,-1,1,0]","[-1,0,1,-1]",0,1
"2023-11-15 19:13:02",A25IUY5RU0E712,83,8,"[-1,1,0,-1]","[-1,1,0,0]",0,2
"2023-11-15 19:13:10",A25IUY5RU0E712,83,9,"[0,-1,-1,-1]","[0,1,0,-1]",0,2
"2023-11-15 19:13:27",A25IUY5RU0E712,83,10,"[1,1,0,0]","[1,1,-1,0]",0,2
"2023-11-15 19:13:36",A25IUY5RU0E712,83,11,"[1,1,0,-1]","[1,-1,0,0]",0,1
"2023-11-15 19:13:51",A25IUY5RU0E712,83,12,"[-1,0,-1,0]","[0,-1,0,-1]",0,2
"2023-11-15 19:13:58",A25IUY5RU0E712,83,13,"[-1,0,0,-1]","[-1,-1,0,0]",1,2
"2023-11-15 21:04:28",A25IUY5RU0E712,92,0,"[0,1,-1,-1]","[1,-1,-1,0]",1,2
"2023-11-15 21:04:36",A25IUY5RU0E712,92,1,"[1,1,-1,0]","[1,-1,0,1]",1,2
"2023-11-15 21:04:44",A25IUY5RU0E712,92,2,"[1,0,-1,1]","[0,0,-1,-1]",0,1
"2023-11-15 21:04:52",A25IUY5RU0E712,92,3,"[0,0,-1,1]","[-1,0,0,-1]",0,1
"2023-11-15 21:05:02",A25IUY5RU0E712,92,4,"[1,1,0,1]","[0,-1,1,0]",0,2
"2023-11-15 21:05:11",A25IUY5RU0E712,92,5,"[0,0,1,-1]","[0,1,1,1]",1,2
"2023-11-15 21:05:19",A25IUY5RU0E712,92,6,"[1,0,-1,-1]","[-1,0,0,-1]",0,2
"2023-11-15 21:05:25",A25IUY5RU0E712,92,7,"[0,0,1,1]","[1,0,0,-1]",1,2
"2023-11-15 21:05:31",A25IUY5RU0E712,92,8,"[-1,1,1,0]","[-1,-1,0,1]",1,2
"2023-11-15 21:05:39",A25IUY5RU0E712,92,9,"[-1,-1,-1,0]","[0,1,-1,-1]",0,1
"2023-11-15 21:05:48",A25IUY5RU0E712,92,10,"[0,-1,0,-1]","[1,0,1,1]",1,2
"2023-11-15 21:05:56",A25IUY5RU0E712,92,11,"[0,1,-1,0]","[-1,0,-1,1]",1,2
"2023-11-15 21:06:04",A25IUY5RU0E712,92,12,"[1,0,1,0]","[1,-1,-1,0]",0,1
"2023-11-15 21:06:10",A25IUY5RU0E712,92,13,"[-1,0,1,-1]","[1,-1,0,0]",1,2
"2023-11-15 21:16:47",A25IUY5RU0E712,93,0,"[-1,0,0,1]","[1,0,-1,-1]",0,1
"2023-11-15 21:16:57",A25IUY5RU0E712,93,1,"[-1,0,-1,1]","[0,-1,1,0]",0,2
"2023-11-15 21:17:05",A25IUY5RU0E712,93,2,"[1,0,-1,1]","[-1,0,-1,-1]",1,2
"2023-11-15 21:17:14",A25IUY5RU0E712,93,3,"[-1,1,0,1]","[0,1,1,0]",0,2
"2023-11-15 21:17:36",A25IUY5RU0E712,93,4,"[1,1,1,0]","[1,0,-1,-1]",1,2
"2023-11-15 21:17:43",A25IUY5RU0E712,93,5,"[-1,0,0,-1]","[-1,1,0,-1]",0,2
"2023-11-15 21:17:50",A25IUY5RU0E712,93,6,"[1,0,0,1]","[1,1,1,0]",0,1
"2023-11-15 21:17:58",A25IUY5RU0E712,93,7,"[-1,1,0,1]","[1,0,1,0]",0,2
"2023-11-15 21:18:09",A25IUY5RU0E712,93,8,"[0,-1,-1,1]","[0,-1,0,-1]",1,2
"2023-11-15 21:18:23",A25IUY5RU0E712,93,9,"[1,-1,-1,0]","[0,1,1,1]",0,1
"2023-11-15 21:18:29",A25IUY5RU0E712,93,10,"[-1,-1,0,0]","[-1,0,1,-1]",0,2
"2023-11-15 21:18:42",A25IUY5RU0E712,93,11,"[-1,0,0,1]","[-1,1,0,1]",0,1
"2023-11-15 21:18:50",A25IUY5RU0E712,93,12,"[0,1,1,-1]","[1,-1,1,0]",1,2
"2023-11-15 21:19:09",A25IUY5RU0E712,93,13,"[0,1,-1,0]","[1,0,1,1]",1,2
"2023-11-15 20:47:35",A25IUY5RU0E712,95,0,"[1,1,-1,0]","[-1,1,0,-1]",0,2
"2023-11-15 20:47:56",A25IUY5RU0E712,95,1,"[-1,1,0,1]","[0,1,-1,0]",0,1
"2023-11-15 20:48:04",A25IUY5RU0E712,95,2,"[0,0,1,-1]","[-1,1,-1,0]",0,2
"2023-11-15 20:48:11",A25IUY5RU0E712,95,3,"[-1,-1,1,0]","[1,0,1,1]",0,1
"2023-11-15 20:48:17",A25IUY5RU0E712,95,4,"[0,-1,1,-1]","[1,1,0,-1]",0,2
"2023-11-15 20:48:24",A25IUY5RU0E712,95,5,"[0,1,0,-1]","[0,1,0,1]",1,2
"2023-11-15 20:48:32",A25IUY5RU0E712,95,6,"[1,1,-1,0]","[1,0,1,-1]",0,2
"2023-11-15 20:48:38",A25IUY5RU0E712,95,7,"[1,0,0,-1]","[1,1,0,-1]",0,2
"2023-11-15 20:48:45",A25IUY5RU0E712,95,8,"[-1,-1,1,0]","[1,0,-1,-1]",0,1
"2023-11-15 20:48:51",A25IUY5RU0E712,95,9,"[1,-1,0,1]","[-1,-1,0,-1]",0,1
"2023-11-15 20:49:01",A25IUY5RU0E712,95,10,"[-1,-1,-1,0]","[-1,-1,0,1]",0,1
"2023-11-15 20:49:08",A25IUY5RU0E712,95,11,"[-1,0,1,0]","[-1,-1,-1,0]",0,1
"2023-11-15 20:49:18",A25IUY5RU0E712,95,12,"[1,1,0,0]","[1,0,-1,1]",1,2
"2023-11-15 20:49:26",A25IUY5RU0E712,95,13,"[1,0,0,1]","[1,0,-1,-1]",0,1
"2023-11-15 20:49:53",A25IUY5RU0E712,101,0,"[1,-1,-1,0]","[0,-1,1,-1]",0,1
"2023-11-15 20:50:00",A25IUY5RU0E712,101,1,"[0,-1,1,1]","[0,1,-1,1]",1,2
"2023-11-15 20:50:07",A25IUY5RU0E712,101,2,"[-1,1,1,0]","[0,-1,1,1]",1,2
"2023-11-15 20:50:12",A25IUY5RU0E712,101,3,"[0,1,1,-1]","[1,1,0,1]",1,2
"2023-11-15 20:50:18",A25IUY5RU0E712,101,4,"[1,0,0,-1]","[-1,-1,0,1]",1,2
"2023-11-15 20:50:27",A25IUY5RU0E712,101,5,"[-1,0,-1,-1]","[0,1,-1,-1]",0,2
"2023-11-15 20:50:40",A25IUY5RU0E712,101,6,"[1,0,-1,1]","[0,-1,1,1]",0,2
"2023-11-15 20:50:48",A25IUY5RU0E712,101,7,"[1,1,-1,0]","[1,-1,1,0]",0,1
"2023-11-15 20:50:57",A25IUY5RU0E712,101,8,"[-1,0,1,0]","[0,-1,-1,0]",1,2
"2023-11-15 20:51:06",A25IUY5RU0E712,101,9,"[-1,0,0,-1]","[0,1,-1,0]",1,2
"2023-11-15 20:51:18",A25IUY5RU0E712,101,10,"[1,0,-1,0]","[1,0,0,1]",0,1
"2023-11-15 20:51:25",A25IUY5RU0E712,101,11,"[1,1,0,0]","[-1,-1,0,-1]",1,2
"2023-11-15 20:51:32",A25IUY5RU0E712,101,12,"[1,1,0,1]","[0,0,-1,1]",0,1
"2023-11-15 20:51:43",A25IUY5RU0E712,101,13,"[0,1,0,1]","[0,1,-1,-1]",0,1
"2023-11-15 21:56:25",A25IUY5RU0E712,104,0,"[-1,0,-1,1]","[0,0,1,-1]",1,2
"2023-11-15 21:56:35",A25IUY5RU0E712,104,1,"[1,1,0,-1]","[-1,0,-1,1]",0,1
"2023-11-15 21:56:44",A25IUY5RU0E712,104,2,"[1,0,0,-1]","[0,0,1,-1]",1,2
"2023-11-15 21:56:52",A25IUY5RU0E712,104,3,"[-1,-1,0,1]","[-1,0,-1,-1]",0,1
"2023-11-15 21:57:00",A25IUY5RU0E712,104,4,"[0,-1,1,-1]","[-1,-1,1,0]",0,1
"2023-11-15 21:57:09",A25IUY5RU0E712,104,5,"[1,-1,-1,0]","[1,0,-1,0]",1,2
"2023-11-15 21:57:18",A25IUY5RU0E712,104,6,"[-1,-1,-1,0]","[1,0,-1,1]",0,1
"2023-11-15 21:57:44",A25IUY5RU0E712,104,7,"[1,1,1,0]","[-1,0,1,0]",1,2
"2023-11-15 21:58:05",A25IUY5RU0E712,104,8,"[0,-1,-1,0]","[0,1,0,1]",0,1
"2023-11-15 21:58:42",A25IUY5RU0E712,104,9,"[1,1,0,1]","[0,-1,-1,0]",1,2
"2023-11-15 21:59:19",A25IUY5RU0E712,104,10,"[1,0,1,1]","[1,-1,1,0]",0,2
"2023-11-15 21:59:30",A25IUY5RU0E712,104,11,"[0,1,0,1]","[1,0,1,-1]",0,1
"2023-11-15 21:59:39",A25IUY5RU0E712,104,12,"[-1,-1,0,1]","[0,-1,1,0]",1,2
"2023-11-15 21:59:56",A25IUY5RU0E712,104,13,"[0,1,-1,1]","[0,0,1,1]",0,1
"2023-11-15 20:58:16",A25IUY5RU0E712,106,0,"[1,0,-1,1]","[0,1,1,-1]",0,1
"2023-11-15 20:58:29",A25IUY5RU0E712,106,1,"[-1,0,1,-1]","[1,1,0,-1]",0,2
"2023-11-15 20:58:35",A25IUY5RU0E712,106,2,"[1,0,1,-1]","[0,1,1,0]",1,2
"2023-11-15 20:58:43",A25IUY5RU0E712,106,3,"[1,0,-1,-1]","[0,1,1,0]",0,2
"2023-11-15 20:58:52",A25IUY5RU0E712,106,4,"[0,0,1,1]","[0,-1,0,-1]",0,1
"2023-11-15 20:58:59",A25IUY5RU0E712,106,5,"[0,1,-1,1]","[-1,1,0,-1]",0,1
"2023-11-15 20:59:07",A25IUY5RU0E712,106,6,"[-1,0,0,1]","[0,1,-1,1]",0,2
"2023-11-15 20:59:14",A25IUY5RU0E712,106,7,"[1,-1,0,1]","[-1,0,0,1]",0,1
"2023-11-15 20:59:23",A25IUY5RU0E712,106,8,"[-1,-1,0,1]","[1,-1,0,-1]",0,1
"2023-11-15 20:59:33",A25IUY5RU0E712,106,9,"[-1,0,-1,0]","[0,-1,-1,0]",0,1
"2023-11-15 20:59:41",A25IUY5RU0E712,106,10,"[1,0,1,1]","[1,0,0,1]",0,2
"2023-11-15 20:59:48",A25IUY5RU0E712,106,11,"[-1,0,0,1]","[0,-1,1,1]",0,2
"2023-11-15 20:59:55",A25IUY5RU0E712,106,12,"[1,0,1,0]","[-1,-1,1,0]",0,1
"2023-11-15 21:00:06",A25IUY5RU0E712,106,13,"[0,-1,-1,0]","[1,-1,-1,0]",1,2
"2023-11-15 22:08:43",A25IUY5RU0E712,107,0,"[-1,-1,0,1]","[0,-1,-1,-1]",1,2
"2023-11-15 22:08:57",A25IUY5RU0E712,107,1,"[1,0,1,1]","[1,-1,0,0]",0,2
"2023-11-15 22:09:07",A25IUY5RU0E712,107,2,"[1,0,0,-1]","[1,-1,0,1]",1,2
"2023-11-15 22:09:15",A25IUY5RU0E712,107,3,"[1,0,-1,1]","[-1,1,0,-1]",0,1
"2023-11-15 22:09:26",A25IUY5RU0E712,107,4,"[0,-1,-1,0]","[-1,0,-1,1]",0,1
"2023-11-15 22:09:39",A25IUY5RU0E712,107,5,"[0,0,-1,-1]","[1,0,1,0]",0,1
"2023-11-15 22:09:50",A25IUY5RU0E712,107,6,"[1,1,0,-1]","[-1,-1,0,-1]",1,2
"2023-11-15 22:09:57",A25IUY5RU0E712,107,7,"[-1,1,0,-1]","[-1,0,1,0]",1,2
"2023-11-15 22:10:06",A25IUY5RU0E712,107,8,"[1,1,0,1]","[1,0,-1,1]",0,1
"2023-11-15 22:10:15",A25IUY5RU0E712,107,9,"[0,-1,-1,-1]","[-1,0,-1,1]",0,1
"2023-11-15 22:10:23",A25IUY5RU0E712,107,10,"[-1,1,0,-1]","[-1,1,1,0]",1,2
"2023-11-15 22:10:34",A25IUY5RU0E712,107,11,"[0,1,0,1]","[1,0,1,0]",1,2
"2023-11-15 22:10:48",A25IUY5RU0E712,107,12,"[-1,-1,-1,0]","[-1,1,1,0]",0,2
"2023-11-15 22:10:54",A25IUY5RU0E712,107,13,"[1,0,1,0]","[1,-1,0,-1]",1,2
"2023-11-15 21:02:33",A25IUY5RU0E712,109,0,"[1,0,1,1]","[0,0,1,-1]",1,2
"2023-11-15 21:02:40",A25IUY5RU0E712,109,1,"[0,0,-1,1]","[-1,-1,0,0]",0,2
"2023-11-15 21:02:46",A25IUY5RU0E712,109,2,"[-1,-1,0,0]","[1,-1,0,1]",0,1
"2023-11-15 21:02:54",A25IUY5RU0E712,109,3,"[1,1,-1,0]","[1,0,-1,1]",0,1
"2023-11-15 21:03:00",A25IUY5RU0E712,109,4,"[1,0,0,1]","[1,0,1,-1]",0,1
"2023-11-15 21:03:08",A25IUY5RU0E712,109,5,"[0,-1,-1,0]","[0,0,-1,-1]",0,1
"2023-11-15 21:03:16",A25IUY5RU0E712,109,6,"[-1,-1,0,0]","[-1,1,0,0]",0,1
"2023-11-15 21:03:24",A25IUY5RU0E712,109,7,"[1,1,0,1]","[0,1,1,0]",0,1
"2023-11-15 21:03:32",A25IUY5RU0E712,109,8,"[-1,0,-1,-1]","[0,-1,1,1]",0,1
"2023-11-15 21:03:38",A25IUY5RU0E712,109,9,"[1,-1,1,0]","[0,0,1,-1]",0,2
"2023-11-15 21:03:46",A25IUY5RU0E712,109,10,"[1,1,-1,0]","[1,-1,-1,0]",1,2
"2023-11-15 21:03:54",A25IUY5RU0E712,109,11,"[0,-1,-1,1]","[0,1,0,-1]",0,1
"2023-11-15 21:04:02",A25IUY5RU0E712,109,12,"[1,-1,-1,0]","[-1,0,1,1]",0,1
"2023-11-15 21:04:13",A25IUY5RU0E712,109,13,"[-1,-1,0,0]","[0,1,-1,1]",0,1
"2023-11-14 17:01:01",A25JTS3S9OD0KP,18,0,"[-1,0,-1,-1]","[0,-1,-1,1]",1,2
"2023-11-14 17:01:14",A25JTS3S9OD0KP,18,1,"[-1,0,-1,0]","[-1,0,1,-1]",0,1
"2023-11-14 17:01:26",A25JTS3S9OD0KP,18,2,"[-1,-1,0,-1]","[1,-1,-1,0]",1,2
"2023-11-14 17:01:39",A25JTS3S9OD0KP,18,3,"[-1,-1,1,0]","[1,-1,1,0]",0,1
"2023-11-14 17:02:04",A25JTS3S9OD0KP,18,4,"[1,-1,0,1]","[0,1,1,0]",1,2
"2023-11-14 17:02:14",A25JTS3S9OD0KP,18,5,"[0,-1,-1,0]","[1,0,-1,-1]",0,2
"2023-11-14 17:02:25",A25JTS3S9OD0KP,18,6,"[-1,0,1,1]","[1,1,0,-1]",1,2
"2023-11-14 17:02:34",A25JTS3S9OD0KP,18,7,"[0,-1,1,1]","[0,1,0,1]",0,1
"2023-11-14 17:02:41",A25JTS3S9OD0KP,18,8,"[0,0,1,1]","[-1,-1,1,0]",0,1
"2023-11-14 17:03:18",A25JTS3S9OD0KP,18,9,"[1,-1,0,0]","[1,-1,1,0]",0,1
"2023-11-14 17:03:40",A25JTS3S9OD0KP,18,10,"[1,1,0,0]","[-1,-1,-1,0]",1,2
"2023-11-14 17:03:50",A25JTS3S9OD0KP,18,11,"[-1,0,-1,1]","[-1,0,1,1]",0,1
"2023-11-14 17:04:05",A25JTS3S9OD0KP,18,12,"[1,0,-1,1]","[-1,0,1,1]",0,1
"2023-11-14 17:04:11",A25JTS3S9OD0KP,18,13,"[-1,-1,0,0]","[1,-1,0,-1]",1,2
"2023-11-14 21:32:02",A25PFSORDO3SWQ,28,0,"[-1,0,1,-1]","[1,0,-1,0]",1,2
"2023-11-14 21:32:32",A25PFSORDO3SWQ,28,1,"[-1,1,0,1]","[0,-1,-1,1]",0,1
"2023-11-14 21:33:04",A25PFSORDO3SWQ,28,2,"[0,0,1,-1]","[0,0,-1,-1]",0,2
"2023-11-14 21:33:30",A25PFSORDO3SWQ,28,3,"[0,-1,-1,0]","[1,0,0,-1]",0,1
"2023-11-14 21:34:23",A25PFSORDO3SWQ,28,4,"[-1,1,-1,0]","[1,1,0,1]",1,2
"2023-11-14 21:35:01",A25PFSORDO3SWQ,28,5,"[-1,0,-1,0]","[0,1,-1,0]",0,1
"2023-11-14 21:35:09",A25PFSORDO3SWQ,28,6,"[0,-1,-1,0]","[-1,0,-1,-1]",0,1
"2023-11-14 21:35:27",A25PFSORDO3SWQ,28,7,"[0,1,0,1]","[-1,1,0,0]",0,1
"2023-11-14 21:35:32",A25PFSORDO3SWQ,28,8,"[0,-1,0,1]","[-1,0,1,-1]",0,1
"2023-11-14 21:35:42",A25PFSORDO3SWQ,28,9,"[-1,-1,0,-1]","[0,1,0,1]",1,2
"2023-11-14 21:35:47",A25PFSORDO3SWQ,28,10,"[1,-1,0,1]","[-1,0,0,-1]",0,1
"2023-11-15 18:39:46",A25XGIUYE4B2JU,88,0,"[0,-1,0,-1]","[0,-1,1,-1]",0,2
"2023-11-15 18:40:09",A25XGIUYE4B2JU,88,1,"[0,-1,1,0]","[1,1,0,-1]",1,2
"2023-11-15 18:40:26",A25XGIUYE4B2JU,88,2,"[-1,0,1,0]","[1,-1,0,0]",1,2
"2023-11-15 18:40:39",A25XGIUYE4B2JU,88,3,"[0,-1,0,-1]","[1,1,-1,0]",0,2
"2023-11-15 18:40:47",A25XGIUYE4B2JU,88,4,"[0,0,-1,-1]","[0,1,0,-1]",0,2
"2023-11-15 18:41:02",A25XGIUYE4B2JU,88,5,"[-1,0,1,-1]","[-1,1,0,0]",1,2
"2023-11-15 18:41:13",A25XGIUYE4B2JU,88,6,"[-1,1,0,-1]","[1,-1,0,-1]",0,2
"2023-11-15 18:41:32",A25XGIUYE4B2JU,88,7,"[0,-1,-1,1]","[1,-1,0,0]",1,2
"2023-11-15 18:41:54",A25XGIUYE4B2JU,88,8,"[1,1,0,0]","[0,1,0,-1]",1,2
"2023-11-15 18:42:05",A25XGIUYE4B2JU,88,9,"[-1,-1,0,-1]","[0,-1,0,-1]",0,2
"2023-11-15 18:42:18",A25XGIUYE4B2JU,88,10,"[1,1,0,-1]","[1,0,-1,1]",1,2
"2023-11-15 18:42:31",A25XGIUYE4B2JU,88,11,"[-1,-1,0,0]","[0,0,1,1]",0,1
"2023-11-15 18:42:48",A25XGIUYE4B2JU,88,12,"[-1,-1,-1,0]","[0,-1,0,1]",0,1
"2023-11-15 18:42:59",A25XGIUYE4B2JU,88,13,"[0,0,-1,-1]","[0,1,1,-1]",0,2
"2023-11-15 02:42:15",A26MCI99TNTU52,39,0,"[0,0,1,1]","[1,1,0,-1]",1,2
"2023-11-15 02:42:23",A26MCI99TNTU52,39,1,"[0,0,1,1]","[1,0,-1,-1]",0,1
"2023-11-15 02:42:37",A26MCI99TNTU52,39,2,"[-1,0,1,1]","[1,0,-1,0]",1,2
"2023-11-15 02:42:45",A26MCI99TNTU52,39,3,"[1,-1,1,0]","[0,-1,-1,1]",0,1
"2023-11-15 02:42:55",A26MCI99TNTU52,39,4,"[1,0,-1,-1]","[-1,0,1,-1]",0,1
"2023-11-15 02:43:04",A26MCI99TNTU52,39,5,"[1,0,1,0]","[1,0,0,1]",0,1
"2023-11-15 02:43:14",A26MCI99TNTU52,39,6,"[-1,0,-1,1]","[0,1,1,1]",1,2
"2023-11-15 02:43:42",A26MCI99TNTU52,39,7,"[-1,-1,0,0]","[1,1,0,0]",0,1
"2023-11-15 02:43:50",A26MCI99TNTU52,39,8,"[-1,1,0,-1]","[-1,0,-1,0]",1,2
"2023-11-15 02:44:04",A26MCI99TNTU52,39,9,"[-1,-1,0,0]","[0,1,0,-1]",0,1
"2023-11-15 02:44:16",A26MCI99TNTU52,39,10,"[-1,1,0,0]","[0,0,-1,1]",1,2
"2023-11-15 02:44:47",A26MCI99TNTU52,39,11,"[1,1,0,-1]","[0,1,-1,-1]",0,2
"2023-11-15 02:45:01",A26MCI99TNTU52,39,12,"[-1,-1,0,-1]","[1,-1,1,0]",0,1
"2023-11-15 02:45:10",A26MCI99TNTU52,39,13,"[-1,-1,-1,0]","[-1,0,0,1]",0,1
"2023-11-15 16:17:54",A26PZQAKSJGCIQ,52,0,"[0,0,1,-1]","[-1,-1,0,1]",1,2
"2023-11-15 16:18:00",A26PZQAKSJGCIQ,52,1,"[0,0,1,1]","[-1,1,0,1]",1,2
"2023-11-15 16:18:07",A26PZQAKSJGCIQ,52,2,"[0,1,1,1]","[1,-1,1,0]",0,2
"2023-11-15 16:18:15",A26PZQAKSJGCIQ,52,3,"[1,1,1,0]","[-1,0,-1,0]",0,1
"2023-11-15 16:18:32",A26PZQAKSJGCIQ,52,4,"[1,0,-1,-1]","[1,0,1,1]",1,2
"2023-11-15 16:18:40",A26PZQAKSJGCIQ,52,5,"[0,0,-1,1]","[0,1,-1,0]",0,2
"2023-11-15 16:18:52",A26PZQAKSJGCIQ,52,6,"[-1,1,0,1]","[-1,0,-1,-1]",0,1
"2023-11-15 16:18:59",A26PZQAKSJGCIQ,52,7,"[-1,0,1,-1]","[0,1,0,1]",1,2
"2023-11-15 16:19:34",A26PZQAKSJGCIQ,52,8,"[0,1,1,1]","[0,-1,-1,0]",0,1
"2023-11-15 16:19:49",A26PZQAKSJGCIQ,52,9,"[1,1,0,1]","[-1,0,-1,0]",0,1
"2023-11-15 16:20:06",A26PZQAKSJGCIQ,52,10,"[0,-1,1,0]","[1,-1,1,0]",0,2
"2023-11-15 16:20:14",A26PZQAKSJGCIQ,52,11,"[1,0,-1,1]","[0,-1,-1,-1]",0,2
"2023-11-15 16:20:29",A26PZQAKSJGCIQ,52,12,"[-1,0,-1,-1]","[-1,-1,0,-1]",1,2
"2023-11-15 16:20:36",A26PZQAKSJGCIQ,52,13,"[-1,-1,1,0]","[-1,1,0,0]",1,2
"2023-11-15 16:40:47",A26PZQAKSJGCIQ,65,0,"[1,1,-1,0]","[-1,-1,-1,0]",0,2
"2023-11-15 16:41:04",A26PZQAKSJGCIQ,65,1,"[-1,1,0,-1]","[1,1,0,1]",0,2
"2023-11-15 16:41:26",A26PZQAKSJGCIQ,65,2,"[0,1,-1,0]","[0,1,1,1]",1,2
"2023-11-15 16:41:50",A26PZQAKSJGCIQ,65,3,"[1,0,1,-1]","[-1,0,-1,0]",0,1
"2023-11-15 16:42:19",A26PZQAKSJGCIQ,65,4,"[-1,0,1,0]","[-1,0,-1,0]",0,1
"2023-11-15 16:42:33",A26PZQAKSJGCIQ,65,5,"[-1,0,1,0]","[-1,-1,0,1]",1,2
