,efforts_tuples,selected0,selected1,count,count_normalized,selected_motions,alpha_0_2,alpha_2_0,alpha_0_1,alpha_2_1,alpha_1_0,alpha_1_2,direct_comparison_value
862,"[(0, -1, -1, -1), (1, 0, -1, 0)]",1,2,6,0.461538461538462,1_2,0.0,0.0,0.0,0.07692307692307698,0.0,0.30769230769230804,0.384615384615385
863,"[(0, -1, -1, -1), (1, 0, -1, 1)]",1,2,5,0.454545454545455,1_2,0.0,0.0,0.0,0.181818181818182,0.0,0.181818181818182,0.272727272727273
864,"[(0, -1, -1, -1), (1, 0, 0, -1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.090909090909091,0.0,0.272727272727273,0.0,0.363636363636364
865,"[(0, -1, -1, -1), (1, 0, 0, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
866,"[(0, -1, -1, -1), (1, 0, 1, -1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.272727272727272,0.0,0.363636363636363,0.272727272727273
867,"[(0, -1, -1, -1), (1, 0, 1, 0)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.8,0.0,0.9,0.1
868,"[(0, -1, -1, -1), (1, 0, 1, 1)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
869,"[(0, -1, -1, -1), (1, 1, -1, 0)]",1,2,5,0.454545454545455,1_2,0.0,0.0,0.0,0.090909090909091,0.0,0.272727272727273,0.363636363636364
870,"[(0, -1, -1, -1), (1, 1, 0, -1)]",0,2,4,0.4,0_2,0.2,0.0,0.0,0.0,0.0,0.0,0.4
871,"[(0, -1, -1, -1), (1, 1, 0, 0)]",1,2,11,0.916666666666667,1_2,0.0,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0
872,"[(0, -1, -1, -1), (1, 1, 0, 1)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.75,0.0,0.5,0.0
873,"[(0, -1, -1, -1), (1, 1, 1, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.7499999999999998,0.0,0.7499999999999998,0.0833333333333333
874,"[(0, -1, -1, 0), (0, -1, -1, 1)]",0,2,8,0.666666666666667,0_2,0.5,0.5,0.0,0.0,0.0,0.0,0.666666666666667
875,"[(0, -1, -1, 0), (0, -1, 0, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0,0.0909090909090909
876,"[(0, -1, -1, 0), (0, -1, 0, 1)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0909090909090909
877,"[(0, -1, -1, 0), (0, -1, 1, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.4,0.0,0.09999999999999998,0.0,0.1
878,"[(0, -1, -1, 0), (0, -1, 1, 0)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.75,0.0,0.5,0.0
879,"[(0, -1, -1, 0), (0, -1, 1, 1)]",0,1,5,0.5,0_1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
880,"[(0, -1, -1, 0), (0, 0, -1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.636363636363636,0.0,0.818181818181818,0.0,0.181818181818182
881,"[(0, -1, -1, 0), (0, 0, -1, 1)]",0,2,6,0.545454545454545,0_2,0.09090909090909,0.545454545454545,0.0,0.0,0.0,0.0,0.545454545454545
882,"[(0, -1, -1, 0), (0, 0, 1, -1)]",0,1,9,0.75,0_1,0.0,0.0,0.75,0.0,0.5,0.0,0.0
883,"[(0, -1, -1, 0), (0, 0, 1, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
884,"[(0, -1, -1, 0), (0, 1, -1, -1)]",0,1,5,0.416666666666667,0_1,0.0,0.0,0.0,0.0,0.25,0.0,0.416666666666667
885,"[(0, -1, -1, 0), (0, 1, -1, 0)]",0,2,7,0.538461538461538,0_2,0.23076923076923,0.384615384615384,0.0,0.0,0.0,0.0,0.538461538461538
886,"[(0, -1, -1, 0), (0, 1, -1, 1)]",0,2,8,0.571428571428571,0_2,0.285714285714285,0.42857142857142794,0.0,0.0,0.0,0.0,0.571428571428571
887,"[(0, -1, -1, 0), (0, 1, 0, -1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0,0.0
888,"[(0, -1, -1, 0), (0, 1, 0, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0
889,"[(0, -1, -1, 0), (0, 1, 1, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
890,"[(0, -1, -1, 0), (0, 1, 1, 0)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0
891,"[(0, -1, -1, 0), (0, 1, 1, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0
892,"[(0, -1, -1, 0), (1, -1, -1, 0)]",0,2,5,0.5,0_2,0.4,0.09999999999999998,0.0,0.0,0.0,0.0,0.5
893,"[(0, -1, -1, 0), (1, -1, 0, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0,0.0
894,"[(0, -1, -1, 0), (1, -1, 0, 0)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.49999999999999994,0.0,0.6,0.2
895,"[(0, -1, -1, 0), (1, -1, 0, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
896,"[(0, -1, -1, 0), (1, -1, 1, 0)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.2
897,"[(0, -1, -1, 0), (1, 0, -1, -1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.36363636363636304,0.0,0.5454545454545451,0.0,0.272727272727273
898,"[(0, -1, -1, 0), (1, 0, -1, 0)]",0,2,6,0.545454545454545,0_2,0.363636363636363,0.272727272727272,0.0,0.0,0.0,0.0,0.545454545454545
899,"[(0, -1, -1, 0), (1, 0, -1, 1)]",0,2,7,0.636363636363636,0_2,0.5454545454545451,0.36363636363636304,0.0,0.0,0.0,0.0,0.636363636363636
900,"[(0, -1, -1, 0), (1, 0, 0, -1)]",0,1,8,0.571428571428571,0_1,0.0,0.0,0.571428571428571,0.0,0.14285714285714196,0.0,0.0
901,"[(0, -1, -1, 0), (1, 0, 0, 1)]",1,2,11,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
902,"[(0, -1, -1, 0), (1, 0, 1, -1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0
903,"[(0, -1, -1, 0), (1, 0, 1, 0)]",0,1,6,0.6,0_1,0.0,0.0,0.6,0.0,0.19999999999999996,0.0,0.0
904,"[(0, -1, -1, 0), (1, 0, 1, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0909090909090909
905,"[(0, -1, -1, 0), (1, 1, -1, 0)]",0,2,7,0.636363636363636,0_2,0.27272727272727204,0.636363636363636,0.0,0.0,0.0,0.0,0.636363636363636
906,"[(0, -1, -1, 0), (1, 1, 0, -1)]",1,2,11,0.846153846153846,1_2,0.0,0.0,0.0,0.846153846153846,0.0,0.6923076923076921,0.0
907,"[(0, -1, -1, 0), (1, 1, 0, 0)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
908,"[(0, -1, -1, 0), (1, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
909,"[(0, -1, -1, 0), (1, 1, 1, 0)]",0,1,5,0.5,0_1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
910,"[(0, -1, -1, 1), (0, -1, 0, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0,0.0
911,"[(0, -1, -1, 1), (0, -1, 0, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.6,0.0,0.49999999999999994,0.1
912,"[(0, -1, -1, 1), (0, -1, 1, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0,0.0909090909090909
913,"[(0, -1, -1, 1), (0, -1, 1, 0)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
914,"[(0, -1, -1, 1), (0, -1, 1, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.36363636363636304,0.0,0.5454545454545451,0.272727272727273
915,"[(0, -1, -1, 1), (0, 0, -1, -1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.272727272727272,0.0,0.363636363636363,0.0,0.272727272727273
916,"[(0, -1, -1, 1), (0, 0, -1, 1)]",0,2,9,0.9,0_2,0.9,0.8,0.0,0.0,0.0,0.0,0.9
917,"[(0, -1, -1, 1), (0, 0, 1, -1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
918,"[(0, -1, -1, 1), (0, 0, 1, 1)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.5,0.0,0.5,0.166666666666667
919,"[(0, -1, -1, 1), (0, 1, -1, -1)]",0,2,6,0.6,0_2,0.19999999999999996,0.6,0.0,0.0,0.0,0.0,0.6
920,"[(0, -1, -1, 1), (0, 1, -1, 0)]",0,2,4,0.4,0_2,0.10000000000000003,0.10000000000000003,0.0,0.0,0.0,0.0,0.4
921,"[(0, -1, -1, 1), (0, 1, -1, 1)]",0,2,7,0.583333333333333,0_2,0.33333333333333304,0.4166666666666661,0.0,0.0,0.0,0.0,0.583333333333333
922,"[(0, -1, -1, 1), (0, 1, 0, -1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0,0.0
923,"[(0, -1, -1, 1), (0, 1, 0, 1)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
924,"[(0, -1, -1, 1), (0, 1, 1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0,0.0
925,"[(0, -1, -1, 1), (0, 1, 1, 0)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
926,"[(0, -1, -1, 1), (0, 1, 1, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.5,0.0,0.3,0.1
927,"[(0, -1, -1, 1), (1, -1, -1, 0)]",0,2,9,0.75,0_2,0.583333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0.75
928,"[(0, -1, -1, 1), (1, -1, 0, -1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
929,"[(0, -1, -1, 1), (1, -1, 0, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.7499999999999998,0.0,0.7499999999999998,0.0833333333333333
930,"[(0, -1, -1, 1), (1, -1, 0, 1)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.5833333333333337,0.0,0.41666666666666696,0.0833333333333333
931,"[(0, -1, -1, 1), (1, -1, 1, 0)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
932,"[(0, -1, -1, 1), (1, 0, -1, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.4,0.0,0.09999999999999998,0.0,0.1
933,"[(0, -1, -1, 1), (1, 0, -1, 0)]",0,2,6,0.6,0_2,0.5,0.3,0.0,0.0,0.0,0.0,0.6
934,"[(0, -1, -1, 1), (1, 0, -1, 1)]",0,2,9,0.75,0_2,0.6666666666666667,0.583333333333333,0.0,0.0,0.0,0.0,0.75
935,"[(0, -1, -1, 1), (1, 0, 0, -1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
936,"[(0, -1, -1, 1), (1, 0, 0, 1)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
937,"[(0, -1, -1, 1), (1, 0, 1, -1)]",0,1,7,0.583333333333333,0_1,0.0,0.0,0.583333333333333,0.0,0.16666666666666602,0.0,0.0
938,"[(0, -1, -1, 1), (1, 0, 1, 0)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
939,"[(0, -1, -1, 1), (1, 0, 1, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0909090909090909
940,"[(0, -1, -1, 1), (1, 1, -1, 0)]",0,2,6,0.545454545454545,0_2,0.181818181818181,0.4545454545454541,0.0,0.0,0.0,0.0,0.545454545454545
941,"[(0, -1, -1, 1), (1, 1, 0, -1)]",0,1,6,0.6,0_1,0.0,0.0,0.5,0.0,0.3,0.0,0.1
942,"[(0, -1, -1, 1), (1, 1, 0, 0)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0909090909090909
943,"[(0, -1, -1, 1), (1, 1, 0, 1)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.75,0.0,0.5,0.0
944,"[(0, -1, -1, 1), (1, 1, 1, 0)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0
945,"[(0, -1, 0, -1), (0, -1, 0, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
946,"[(0, -1, 0, -1), (0, -1, 1, -1)]",0,1,8,0.615384615384615,0_1,0.0,0.0,0.38461538461538397,0.0,0.461538461538461,0.0,0.230769230769231
947,"[(0, -1, 0, -1), (0, -1, 1, 0)]",1,2,4,0.4,1_2,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.3
948,"[(0, -1, 0, -1), (0, -1, 1, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.5,0.0,0.3,0.1
949,"[(0, -1, 0, -1), (0, 0, -1, -1)]",0,1,6,0.5,0_1,0.0,0.0,0.08333333333333298,0.0,0.4166666666666667,0.0,0.416666666666667
950,"[(0, -1, 0, -1), (0, 0, -1, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0909090909090909
951,"[(0, -1, 0, -1), (0, 0, 1, -1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.090909090909091,0.0,0.272727272727273,0.0,0.363636363636364
952,"[(0, -1, 0, -1), (0, 0, 1, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
953,"[(0, -1, 0, -1), (0, 1, -1, -1)]",0,1,7,0.583333333333333,0_1,0.0,0.0,0.33333333333333304,0.0,0.4166666666666661,0.0,0.25
954,"[(0, -1, 0, -1), (0, 1, -1, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0
955,"[(0, -1, 0, -1), (0, 1, -1, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
956,"[(0, -1, 0, -1), (0, 1, 0, -1)]",0,2,5,0.454545454545455,0_2,0.3636363636363641,0.0,0.0,0.0,0.0,0.0,0.454545454545455
957,"[(0, -1, 0, -1), (0, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
958,"[(0, -1, 0, -1), (0, 1, 1, -1)]",0,2,5,0.5,0_2,0.09999999999999998,0.4,0.0,0.0,0.0,0.0,0.5
959,"[(0, -1, 0, -1), (0, 1, 1, 0)]",0,2,6,0.5,0_2,0.25,0.25,0.0,0.0,0.0,0.0,0.5
960,"[(0, -1, 0, -1), (0, 1, 1, 1)]",0,1,6,0.6,0_1,0.0,0.0,0.5,0.0,0.3,0.0,0.1
961,"[(0, -1, 0, -1), (1, -1, -1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0,0.0909090909090909
962,"[(0, -1, 0, -1), (1, -1, 0, -1)]",0,2,5,0.454545454545455,0_2,0.272727272727273,0.090909090909091,0.0,0.0,0.0,0.0,0.454545454545455
963,"[(0, -1, 0, -1), (1, -1, 0, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.1
964,"[(0, -1, 0, -1), (1, -1, 0, 1)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
965,"[(0, -1, 0, -1), (1, -1, 1, 0)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.818181818181818,0.181818181818182
966,"[(0, -1, 0, -1), (1, 0, -1, -1)]",0,2,5,0.5,0_2,0.2,0.3,0.0,0.0,0.0,0.0,0.5
967,"[(0, -1, 0, -1), (1, 0, -1, 0)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0
968,"[(0, -1, 0, -1), (1, 0, -1, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.6,0.0,0.19999999999999996,0.0
969,"[(0, -1, 0, -1), (1, 0, 0, -1)]",0,2,6,0.545454545454545,0_2,0.545454545454545,0.09090909090909,0.0,0.0,0.0,0.0,0.545454545454545
970,"[(0, -1, 0, -1), (1, 0, 0, 1)]",1,2,11,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
971,"[(0, -1, 0, -1), (1, 0, 1, -1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.272727272727272,0.0,0.363636363636363,0.272727272727273
972,"[(0, -1, 0, -1), (1, 0, 1, 0)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.2,0.0,0.3,0.3
973,"[(0, -1, 0, -1), (1, 0, 1, 1)]",0,1,6,0.5,0_1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
974,"[(0, -1, 0, -1), (1, 1, -1, 0)]",0,1,9,0.692307692307692,0_1,0.0,0.0,0.538461538461538,0.0,0.538461538461538,0.0,0.153846153846154
975,"[(0, -1, 0, -1), (1, 1, 0, -1)]",0,2,6,0.6,0_2,0.6,0.19999999999999996,0.0,0.0,0.0,0.0,0.6
976,"[(0, -1, 0, -1), (1, 1, 0, 0)]",0,2,4,0.363636363636364,0_2,0.090909090909091,0.0,0.0,0.0,0.0,0.0,0.363636363636364
977,"[(0, -1, 0, -1), (1, 1, 0, 1)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
978,"[(0, -1, 0, -1), (1, 1, 1, 0)]",0,1,4,0.4,0_1,0.0,0.0,0.2,0.0,0.0,0.0,0.2
979,"[(0, -1, 0, 1), (0, -1, 1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0,0.0909090909090909
980,"[(0, -1, 0, 1), (0, -1, 1, 0)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
981,"[(0, -1, 0, 1), (0, -1, 1, 1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
982,"[(0, -1, 0, 1), (0, 0, -1, -1)]",0,1,12,0.923076923076923,0_1,0.0,0.0,0.8461538461538461,0.0,0.923076923076923,0.0,0.0769230769230769
983,"[(0, -1, 0, 1), (0, 0, -1, 1)]",0,1,11,0.846153846153846,0_1,0.0,0.0,0.7692307692307692,0.0,0.7692307692307692,0.0,0.0769230769230769
984,"[(0, -1, 0, 1), (0, 0, 1, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0,0.0909090909090909
985,"[(0, -1, 0, 1), (0, 0, 1, 1)]",0,1,11,0.916666666666667,0_1,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0,0.0
986,"[(0, -1, 0, 1), (0, 1, -1, -1)]",0,1,11,1.0,0_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
987,"[(0, -1, 0, 1), (0, 1, -1, 0)]",0,1,11,0.846153846153846,0_1,0.0,0.0,0.7692307692307692,0.0,0.7692307692307692,0.0,0.0769230769230769
988,"[(0, -1, 0, 1), (0, 1, -1, 1)]",0,1,8,0.8,0_1,0.0,0.0,0.6000000000000001,0.0,0.8,0.0,0.2
989,"[(0, -1, 0, 1), (0, 1, 0, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
990,"[(0, -1, 0, 1), (0, 1, 0, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
991,"[(0, -1, 0, 1), (0, 1, 1, -1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0,0.0909090909090909
992,"[(0, -1, 0, 1), (0, 1, 1, 0)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
993,"[(0, -1, 0, 1), (0, 1, 1, 1)]",0,1,5,0.5,0_1,0.0,0.0,0.3,0.0,0.2,0.0,0.2
994,"[(0, -1, 0, 1), (1, -1, -1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.45454545454545403,0.0,0.45454545454545403,0.0,0.181818181818182
995,"[(0, -1, 0, 1), (1, -1, 0, -1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0,0.0909090909090909
996,"[(0, -1, 0, 1), (1, -1, 0, 0)]",0,1,7,0.583333333333333,0_1,0.0,0.0,0.583333333333333,0.0,0.16666666666666602,0.0,0.0
997,"[(0, -1, 0, 1), (1, -1, 0, 1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.3636363636363641,0.0,0.0,0.0,0.0909090909090909
998,"[(0, -1, 0, 1), (1, -1, 1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0,0.0909090909090909
999,"[(0, -1, 0, 1), (1, 0, -1, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
1000,"[(0, -1, 0, 1), (1, 0, -1, 0)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
1001,"[(0, -1, 0, 1), (1, 0, -1, 1)]",0,1,8,0.8,0_1,0.0,0.0,0.8,0.0,0.6000000000000001,0.0,0.0
1002,"[(0, -1, 0, 1), (1, 0, 0, -1)]",0,1,11,1.0,0_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1003,"[(0, -1, 0, 1), (1, 0, 0, 1)]",0,1,6,0.5,0_1,0.0,0.0,0.4166666666666667,0.0,0.08333333333333298,0.0,0.0833333333333333
1004,"[(0, -1, 0, 1), (1, 0, 1, -1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0,0.0909090909090909
1005,"[(0, -1, 0, 1), (1, 0, 1, 0)]",0,1,7,0.7,0_1,0.0,0.0,0.49999999999999994,0.0,0.6,0.0,0.2
1006,"[(0, -1, 0, 1), (1, 0, 1, 1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0,0.0909090909090909
1007,"[(0, -1, 0, 1), (1, 1, -1, 0)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0,0.0
1008,"[(0, -1, 0, 1), (1, 1, 0, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0,0.0909090909090909
1009,"[(0, -1, 0, 1), (1, 1, 0, 0)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.75,0.0,0.5,0.0
1010,"[(0, -1, 0, 1), (1, 1, 0, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.7,0.0,0.39999999999999997,0.0
1011,"[(0, -1, 0, 1), (1, 1, 1, 0)]",0,1,7,0.583333333333333,0_1,0.0,0.0,0.4166666666666661,0.0,0.33333333333333304,0.0,0.166666666666667
1012,"[(0, -1, 1, -1), (0, -1, 1, 0)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.2,0.0,0.3,0.3
1013,"[(0, -1, 1, -1), (0, -1, 1, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.27272727272727204,0.0,0.636363636363636,0.363636363636364
1014,"[(0, -1, 1, -1), (0, 0, -1, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.2,0.0,0.3,0.0,0.3
1015,"[(0, -1, 1, -1), (0, 0, -1, 1)]",0,1,6,0.6,0_1,0.0,0.0,0.6,0.0,0.19999999999999996,0.0,0.0
1016,"[(0, -1, 1, -1), (0, 0, 1, -1)]",0,2,9,0.75,0_2,0.6666666666666667,0.583333333333333,0.0,0.0,0.0,0.0,0.75
1017,"[(0, -1, 1, -1), (0, 0, 1, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.181818181818182
1018,"[(0, -1, 1, -1), (0, 1, -1, -1)]",0,2,5,0.5,0_2,0.2,0.3,0.0,0.0,0.0,0.0,0.5
1019,"[(0, -1, 1, -1), (0, 1, -1, 0)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
1020,"[(0, -1, 1, -1), (0, 1, -1, 1)]",0,1,8,0.571428571428571,0_1,0.0,0.0,0.49999999999999956,0.0,0.21428571428571397,0.0,0.0714285714285714
1021,"[(0, -1, 1, -1), (0, 1, 0, -1)]",0,2,7,0.636363636363636,0_2,0.45454545454545403,0.45454545454545403,0.0,0.0,0.0,0.0,0.636363636363636
1022,"[(0, -1, 1, -1), (0, 1, 0, 1)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.9,0.0,0.8,0.0
1023,"[(0, -1, 1, -1), (0, 1, 1, -1)]",0,2,7,0.7,0_2,0.7,0.39999999999999997,0.0,0.0,0.0,0.0,0.7
1024,"[(0, -1, 1, -1), (0, 1, 1, 0)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.19999999999999996,0.0,0.6,0.4
1025,"[(0, -1, 1, -1), (0, 1, 1, 1)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.5,0.0,0.75,0.25
1026,"[(0, -1, 1, -1), (1, -1, -1, 0)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.6,0.0,0.19999999999999996,0.0
1027,"[(0, -1, 1, -1), (1, -1, 0, -1)]",0,2,5,0.454545454545455,0_2,0.181818181818182,0.181818181818182,0.0,0.0,0.0,0.0,0.454545454545455
1028,"[(0, -1, 1, -1), (1, -1, 0, 0)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.75,0.0,0.5,0.0
1029,"[(0, -1, 1, -1), (1, -1, 0, 1)]",1,2,11,0.916666666666667,1_2,0.0,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0
